Age,Gender,Race,Education Level,Industry,Weekly Hours Worked,Salary (ZAR),Rent (ZAR),Transport (ZAR),Groceries (ZAR),Debt Repayment (ZAR),Savings (ZAR),Entertainment (ZAR),Total Expenses (ZAR),Debt-to-Income Ratio (%),Debt Risk Level
26,Female,Black African,High School,IT,40,14113,4966.54,1756.59,2200.63,7552.21,2866.78,2668.05,19144.02,53.51,Critical Risk
27,Male,Black African,Bachelor's,Retail,30,6709,2350.18,686.08,1290.78,1211.29,1279.65,1233.42,6771.75,18.05,Low Risk
33,Male,Black African,High School,Mining,45,17237,5788.49,2113.96,2708.88,9961.22,3170.79,2943.61,23516.15,57.79,Critical Risk
33,Male,Black African,Diploma,Healthcare,50,23942,8363.53,3276.73,4196.94,8862.66,3179.24,4688.73,29388.58,37.02,Critical Risk
33,Female,Black African,High School,Education,20,9480,3504.89,1010.1,1553.66,3753.73,2215.31,1804.78,11627.16,39.6,Critical Risk
33,Male,Indian/Asian,Bachelor's,Education,45,7044,2332.31,824.5,1392.38,404.93,859.49,1062.0,6016.12,5.75,Very Low Risk
25,Female,Black African,Bachelor's,IT,40,14755,4755.86,1622.31,2665.93,8822.87,1863.69,2467.78,20334.75,59.8,Critical Risk
35,Male,Black African,Diploma,Healthcare,20,20007,7764.79,2394.38,3638.33,4821.77,3791.32,3234.23,21853.51,24.1,Moderate Risk
35,Male,Black African,High School,Retail,40,3132,948.15,336.62,554.82,991.2,624.14,495.83,3326.63,31.65,High Risk
32,Male,Indian/Asian,Diploma,Construction,40,14442,5682.49,1640.53,2813.61,1068.97,1630.92,2344.28,13549.88,7.4,Very Low Risk
31,Female,Black African,High School,Retail,30,6809,2621.81,726.7,1124.42,2113.49,1424.74,1168.23,7754.65,31.04,High Risk
28,Female,Black African,High School,Retail,40,5426,1985.21,654.49,968.06,540.64,1168.6,900.17,5048.56,9.96,Very Low Risk
33,Male,Black African,Diploma,Mining,40,16143,6069.28,1994.93,2602.84,9386.08,953.81,3168.28,23221.42,58.14,Critical Risk
30,Female,Coloured,PhD,IT,40,52146,18771.27,6745.24,8332.49,26734.3,7505.04,7961.03,68544.33,51.27,Critical Risk
28,Male,Black African,Bachelor's,Construction,30,8785,3138.85,1210.83,1529.23,3896.08,1598.17,1461.15,11236.13,44.35,Critical Risk
35,Female,Black African,Diploma,Education,40,13930,5082.8,1465.38,2280.36,4825.31,1394.58,2411.93,16065.77,34.64,High Risk
22,Female,Black African,Diploma,Retail,30,3970,1193.13,569.54,744.05,1926.19,724.26,628.52,5061.43,48.52,Critical Risk
22,Male,Coloured,PhD,Healthcare,30,43367,16629.02,5853.86,6597.23,6306.15,3703.56,6904.4,42290.66,14.54,Very Low Risk
30,Female,Black African,Diploma,IT,40,47214,18018.06,4976.23,7357.37,5407.81,2458.44,7330.32,43089.8,11.45,Very Low Risk
32,Male,Coloured,Diploma,Education,40,10270,3580.49,1221.89,1858.78,618.65,1706.64,1950.91,9230.72,6.02,Very Low Risk
35,Female,Indian/Asian,Master's,Healthcare,50,27531,8911.61,3273.59,4233.61,8957.58,1744.11,4149.7,29526.09,32.54,High Risk
30,Male,Black African,High School,Construction,45,4846,1615.8,655.21,804.0,2074.42,680.22,917.93,6067.36,42.81,Critical Risk
25,Female,Black African,High School,Healthcare,45,24350,8345.02,2617.4,4414.8,5547.46,3331.53,4467.63,25392.32,22.78,Moderate Risk
34,Male,Black African,Diploma,Construction,30,7473,2360.73,770.27,1201.91,471.01,1796.66,1382.96,6186.88,6.3,Very Low Risk
30,Female,Coloured,High School,Retail,40,3391,1223.49,343.34,640.58,294.3,251.42,638.72,3140.43,8.68,Very Low Risk
24,Female,Black African,High School,IT,40,25321,7980.74,3630.3,5013.51,3440.04,3800.89,3907.08,23971.68,13.59,Very Low Risk
28,Female,Coloured,Diploma,Finance,40,12935,4764.34,1693.72,2545.86,3840.01,2679.04,2036.12,14880.04,29.69,Moderate Risk
27,Female,Black African,Diploma,Construction,30,13075,4659.74,1320.96,2018.33,3749.47,930.19,2322.62,14071.11,28.68,Moderate Risk
29,Female,Black African,PhD,Mining,45,48758,18702.67,7160.17,9068.44,6097.45,8691.82,7669.9,48698.62,12.51,Very Low Risk
32,Male,Black African,High School,Finance,40,25591,8696.08,2697.79,4807.56,12721.31,6188.71,4288.77,33211.51,49.71,Critical Risk
30,Male,Black African,High School,Mining,40,24696,9645.9,3394.07,3922.66,10024.2,1308.28,4489.98,31476.81,40.59,Critical Risk
35,Male,Coloured,High School,IT,40,36775,13433.75,5249.04,5689.16,11224.51,5279.72,5572.34,41168.8,30.52,High Risk
26,Female,Black African,Diploma,Education,40,30852,9258.09,4087.55,4787.81,13889.94,6817.88,5455.84,37479.23,45.02,Critical Risk
22,Male,Black African,Bachelor's,Retail,40,5357,1841.39,554.7,936.64,3120.02,463.78,895.18,7347.92,58.24,Critical Risk
24,Female,Black African,Diploma,IT,50,48385,19194.23,6209.64,9370.93,3970.78,8365.07,8785.14,47530.73,8.21,Very Low Risk
31,Female,Black African,High School,Finance,45,7409,2934.45,908.67,1234.41,4423.23,1208.13,1325.28,10826.04,59.7,Critical Risk
33,Male,Black African,Diploma,Healthcare,50,14546,5195.21,2006.61,2302.78,8595.06,2731.54,2481.9,20581.56,59.09,Critical Risk
29,Male,Black African,Diploma,Mining,40,34769,12732.69,3944.13,6263.39,4331.58,6806.0,5965.89,33237.68,12.46,Very Low Risk
32,Male,Coloured,High School,Mining,30,31811,10296.31,4287.25,5369.77,17336.99,5391.69,5462.3,42752.63,54.5,Critical Risk
27,Male,Black African,Diploma,Finance,20,18247,6060.39,2009.56,3633.22,8243.79,3721.35,3420.26,23367.22,45.18,Critical Risk
29,Male,Black African,Diploma,Retail,20,9227,3133.02,1249.68,1627.72,1515.75,884.57,1433.94,8960.1,16.43,Low Risk
30,Male,Black African,PhD,IT,45,29286,9997.05,3312.75,4415.54,14446.4,6581.32,4957.48,37129.22,49.33,Critical Risk
25,Female,Black African,Bachelor's,Finance,40,34897,12935.99,5211.78,6564.26,4398.41,8110.76,6092.16,35202.59,12.6,Very Low Risk
22,Female,Black African,Bachelor's,Construction,40,11320,3482.13,1656.04,2227.9,1484.68,1081.86,1755.32,10606.07,13.12,Very Low Risk
35,Male,Black African,Bachelor's,IT,40,19656,5986.76,2464.55,3685.66,2680.19,4875.29,3097.92,17915.08,13.64,Very Low Risk
22,Male,Black African,Bachelor's,Construction,50,9289,3270.27,1254.75,1523.01,4053.72,1924.14,1796.92,11898.67,43.64,Critical Risk
31,Male,Black African,Master's,Retail,45,8142,2913.64,1145.9,1573.67,491.37,570.26,1421.67,7546.26,6.04,Very Low Risk
25,Female,Black African,High School,Healthcare,50,12143,4113.39,1628.88,2177.49,4014.37,1546.28,2215.88,14150.01,33.06,High Risk
33,Female,Black African,Diploma,Construction,40,11272,4223.53,1585.75,1981.3,3235.95,580.5,1788.34,12814.87,28.71,Moderate Risk
35,Male,White,Bachelor's,IT,40,25427,8056.3,2935.02,4054.57,3710.6,3571.25,4640.27,23396.76,14.59,Very Low Risk
28,Male,Black African,Diploma,Construction,40,7234,2887.04,767.34,1239.87,685.33,1356.99,1090.57,6670.17,9.47,Very Low Risk
23,Female,Black African,High School,Retail,40,4771,1598.52,506.58,881.25,1168.92,584.94,801.86,4957.13,24.5,Moderate Risk
24,Female,Black African,High School,Finance,40,21408,7132.29,2830.37,4096.96,4969.1,1753.42,4122.9,23151.63,23.21,Moderate Risk
22,Male,Black African,High School,Education,45,12507,4244.04,1544.44,2428.49,7321.4,3020.78,1972.36,17510.73,58.54,Critical Risk
26,Female,Coloured,High School,Healthcare,45,19164,7352.62,2700.89,3402.95,3023.91,1543.56,2884.65,19365.03,15.78,Low Risk
22,Male,Black African,High School,Healthcare,30,8911,2869.64,917.21,1725.73,2863.01,2179.11,1464.08,9839.66,32.13,High Risk
29,Male,Black African,Diploma,Healthcare,40,20567,7108.48,2617.61,4072.71,6575.62,3782.8,3125.81,23500.24,31.97,High Risk
22,Female,Black African,Bachelor's,Mining,30,19959,6518.45,2154.37,3696.91,6376.43,1546.43,3401.29,22147.45,31.95,High Risk
32,Female,Black African,Bachelor's,Education,40,12942,3937.5,1750.13,2502.63,7398.16,2824.67,2230.88,17819.3,57.16,Critical Risk
22,Male,Black African,Bachelor's,Retail,50,5979,2013.26,694.83,1180.79,1504.02,1348.53,1129.84,6522.76,25.16,Moderate Risk
23,Female,Black African,Bachelor's,IT,20,37895,11656.43,4240.61,6354.54,3724.36,3026.03,7367.81,33343.74,9.83,Very Low Risk
23,Male,Black African,Diploma,Finance,50,27775,11027.44,2788.73,5303.78,2628.84,4623.03,4449.72,26198.51,9.46,Very Low Risk
33,Female,Black African,High School,Construction,30,9602,3015.77,1205.88,1735.24,4973.64,2178.87,1847.58,12778.1,51.8,Critical Risk
27,Female,Black African,High School,Construction,30,10664,4249.01,1387.93,2011.65,3886.67,2180.95,1774.86,13310.12,36.45,Critical Risk
28,Female,Black African,Master's,Healthcare,40,18281,6325.39,2466.33,2844.77,2995.65,1669.35,3144.44,17776.58,16.39,Low Risk
26,Female,Black African,High School,Healthcare,45,12590,3985.74,1880.33,2460.35,6546.71,873.42,2079.35,16952.48,52.0,Critical Risk
22,Male,Black African,Bachelor's,Healthcare,30,32981,10770.73,4230.65,6135.13,15676.15,5485.95,5936.94,42749.61,47.53,Critical Risk
22,Female,Black African,High School,Retail,20,4736,1604.1,628.06,769.89,1214.15,693.1,910.31,5126.51,25.64,Moderate Risk
24,Female,Black African,Master's,Finance,40,21834,8031.48,2829.8,4016.14,7292.02,5322.93,3603.86,25773.3,33.4,High Risk
35,Female,Coloured,Diploma,Retail,40,7786,2891.44,1046.57,1424.21,3117.14,1060.37,1257.72,9737.08,40.04,Critical Risk
23,Male,Black African,Bachelor's,Finance,45,26175,8423.55,3823.9,4649.25,4636.53,2061.79,4318.31,25851.54,17.71,Low Risk
26,Female,Indian/Asian,High School,IT,20,13513,4320.66,2003.92,2147.03,5483.45,1701.1,2380.25,16335.31,40.58,Critical Risk
33,Female,Black African,High School,Construction,40,6704,2623.47,865.23,1180.27,2566.15,400.04,1311.27,8546.39,38.28,Critical Risk
31,Male,Black African,Diploma,Mining,30,29268,10103.68,3787.96,5321.71,7545.31,4226.37,5378.34,32137.0,25.78,Moderate Risk
27,Female,Coloured,PhD,Finance,40,58517,19655.88,8279.39,10390.29,22372.71,14501.77,8986.5,69684.76,38.23,High Risk
28,Male,Black African,Diploma,Education,50,26161,9486.3,2636.76,4360.63,5527.65,4954.5,4029.58,26040.92,21.13,Low Risk
25,Male,Coloured,Master's,Retail,50,7494,2659.55,821.67,1387.49,2711.41,948.33,1454.35,9034.47,36.18,Critical Risk
28,Female,Black African,Bachelor's,Retail,50,7626,2969.9,829.41,1387.66,2809.21,1762.45,1460.74,9456.91,36.84,Critical Risk
32,Female,Black African,Bachelor's,Retail,40,11790,3723.85,1221.56,1905.72,6968.25,1292.34,2324.78,16144.15,59.1,Critical Risk
29,Female,Black African,Diploma,Mining,45,19838,6847.04,2340.67,3351.08,2214.99,3011.17,3305.51,18059.29,11.17,Very Low Risk
32,Male,Coloured,High School,Finance,45,9678,3096.49,1331.71,1679.96,882.46,2073.56,1689.62,8680.24,9.12,Very Low Risk
22,Female,Indian/Asian,High School,Finance,40,15712,4881.08,2038.99,3025.42,3280.13,2976.46,2907.15,16132.76,20.88,Moderate Risk
27,Male,Black African,Master's,Finance,40,18812,6185.93,2132.91,2920.05,4096.79,1132.19,3119.09,18454.76,21.78,Low Risk
29,Male,Black African,Master's,Finance,45,47299,14509.58,6838.75,8044.82,27497.35,10788.2,7711.21,64601.71,58.14,Critical Risk
26,Male,Black African,Bachelor's,Healthcare,40,29726,10708.97,3436.91,4598.44,17815.93,5213.58,4746.45,41306.7,59.93,Critical Risk
25,Female,White,High School,Healthcare,40,6318,2433.41,797.1,1161.05,2818.41,1563.89,1219.0,8428.97,44.61,Critical Risk
23,Female,Black African,High School,Education,40,4142,1367.77,423.13,705.81,528.15,958.19,782.26,3807.11,12.75,Very Low Risk
27,Female,Black African,PhD,Retail,45,5416,1967.57,769.32,891.55,1968.62,773.58,938.92,6535.98,36.35,Critical Risk
27,Female,Black African,High School,Construction,45,12853,4022.72,1913.37,2470.86,6828.88,2610.58,2497.2,17733.03,53.13,Critical Risk
32,Male,Black African,Bachelor's,Healthcare,40,18935,6125.1,2737.26,3782.17,5773.21,3800.22,3773.98,22191.72,30.49,High Risk
22,Female,Black African,High School,Construction,40,11731,4312.14,1412.77,2186.75,4110.6,675.63,1828.91,13851.18,35.04,High Risk
30,Male,White,Diploma,Construction,50,5914,2317.96,637.8,889.98,2211.73,917.39,981.97,7039.43,37.4,High Risk
33,Female,Black African,Bachelor's,Finance,40,36465,11008.89,4198.3,7244.74,15142.09,4989.44,7041.63,44635.65,41.52,Critical Risk
32,Male,Indian/Asian,High School,Finance,40,14930,5438.62,2176.97,2343.73,5909.71,1478.32,2731.98,18601.01,39.58,Critical Risk
27,Female,Black African,High School,Healthcare,50,8940,3311.91,1329.37,1473.36,2939.75,543.29,1609.1,10663.49,32.88,High Risk
34,Female,Black African,Master's,IT,20,26934,9689.46,2774.04,4600.07,6560.4,4675.19,4786.96,28410.93,24.36,Moderate Risk
24,Female,Black African,Diploma,Education,40,6773,2321.46,722.11,1064.56,1741.31,911.8,1172.73,7022.17,25.71,Moderate Risk
25,Female,Black African,Bachelor's,Construction,20,12435,4959.13,1754.0,2130.25,2867.74,676.99,2319.07,14030.18,23.06,Moderate Risk
33,Male,Indian/Asian,Bachelor's,Construction,40,19547,6397.27,2122.65,3813.13,9348.41,4818.95,2975.63,24657.08,47.83,Critical Risk
32,Female,Black African,High School,Retail,40,3991,1383.45,476.29,651.18,1228.56,994.03,714.05,4453.53,30.78,High Risk
25,Male,Black African,High School,Mining,40,17234,6331.28,1754.83,2814.24,1858.09,4023.51,3137.94,15896.38,10.78,Very Low Risk
24,Female,Black African,Diploma,Education,50,18376,5512.9,2028.24,3299.03,3792.29,2054.93,3092.67,17725.14,20.64,Low Risk
31,Female,Black African,High School,Retail,40,3063,1029.52,333.42,561.95,470.64,573.19,535.69,2931.22,15.37,Low Risk
24,Male,White,Diploma,Retail,40,7135,2420.89,1004.74,1282.38,689.55,1500.33,1129.35,6526.91,9.66,Very Low Risk
24,Female,Black African,Bachelor's,Retail,40,4720,1420.98,486.11,726.37,1046.65,384.13,897.7,4577.82,22.17,Low Risk
25,Female,Black African,High School,Education,50,8056,2437.88,1045.63,1562.83,574.62,1183.06,1433.69,7054.65,7.13,Very Low Risk
28,Male,Black African,Diploma,Construction,50,10050,4008.53,1298.62,1876.2,2452.12,1985.3,1786.03,11421.49,24.4,Moderate Risk
25,Female,Black African,High School,Education,45,5372,1670.14,792.13,959.61,298.23,588.96,1047.96,4768.06,5.55,Very Low Risk
30,Male,Black African,High School,Healthcare,45,24413,7900.61,2563.21,4206.82,9521.59,1698.62,4192.55,28384.78,39.0,High Risk
22,Female,Black African,Diploma,Construction,40,7275,2283.35,960.98,1445.86,1764.25,1164.4,1267.58,7722.02,24.25,Moderate Risk
29,Female,Black African,Bachelor's,Retail,30,5263,1849.25,726.27,1009.93,271.36,695.61,912.41,4769.23,5.16,Very Low Risk
28,Female,Black African,High School,Finance,50,26629,9948.72,2673.78,4341.42,13256.12,3735.99,4324.61,34544.66,49.78,Critical Risk
23,Female,White,Diploma,Retail,40,3000,923.09,397.14,543.98,301.31,646.61,486.67,2652.19,10.04,Very Low Risk
29,Male,Black African,Diploma,Finance,40,19101,6849.61,2019.69,3088.44,5292.23,2505.71,3585.68,20835.66,27.71,Moderate Risk
22,Female,Black African,High School,Healthcare,30,15393,5161.31,2024.31,2748.42,892.56,2566.55,2375.94,13202.55,5.8,Very Low Risk
32,Male,White,Diploma,Healthcare,45,29372,10252.47,3358.37,5480.97,15279.95,6630.1,5529.16,39900.92,52.02,Critical Risk
33,Female,Black African,Master's,Retail,40,9326,3045.85,983.68,1616.03,1807.19,1669.02,1613.54,9066.29,19.38,Low Risk
30,Female,White,Diploma,Education,30,9381,3624.56,1151.89,1548.58,4163.98,1842.39,1417.48,11906.48,44.39,Critical Risk
30,Male,White,High School,Finance,30,29258,10100.93,3837.58,4887.43,4408.53,5229.35,4703.54,27938.02,15.07,Low Risk
23,Male,Black African,Diploma,Finance,40,26162,8268.53,3030.81,5050.96,15052.94,3318.1,5041.29,36444.52,57.54,Critical Risk
28,Female,Black African,Diploma,Finance,45,30225,11460.76,3819.46,4640.12,15103.47,2182.84,5767.98,40791.78,49.97,Critical Risk
35,Female,Black African,High School,Finance,40,30131,11304.63,3569.54,5893.89,2457.84,3828.32,4552.86,27778.76,8.16,Very Low Risk
31,Male,Black African,High School,Mining,45,23799,8293.74,3497.68,3877.47,2468.93,4077.22,4703.22,22841.04,10.37,Very Low Risk
24,Male,Coloured,High School,Healthcare,30,18422,6856.06,2391.1,3330.32,2303.63,1027.04,2909.04,17790.14,12.5,Very Low Risk
28,Male,Black African,High School,Finance,40,22124,7969.24,2571.67,3873.96,7348.32,4679.81,4237.91,26001.11,33.21,High Risk
33,Female,Black African,High School,Mining,40,14147,4477.29,1568.29,2344.37,8035.91,3220.05,2731.81,19157.67,56.8,Critical Risk
31,Male,Black African,Diploma,Mining,40,27013,10803.33,3481.3,5266.51,10162.6,1520.3,4948.42,34662.16,37.62,Critical Risk
30,Female,Black African,High School,Healthcare,30,11024,4158.65,1642.81,2109.9,2102.27,1776.95,1850.61,11864.23,19.07,Low Risk
25,Male,Coloured,Bachelor's,IT,30,36006,13201.42,4463.15,6394.22,11135.56,8593.49,6140.1,41334.45,30.93,High Risk
33,Female,Black African,Diploma,Retail,45,3459,1325.19,503.58,589.3,590.32,498.97,618.28,3626.67,17.07,Low Risk
22,Male,Black African,Bachelor's,Healthcare,40,21014,8254.54,2658.48,3862.58,11989.08,4725.75,4045.25,30809.93,57.05,Critical Risk
23,Female,Coloured,Diploma,IT,45,49197,17601.65,6897.54,7671.31,26876.96,4386.52,9674.79,68722.26,54.63,Critical Risk
22,Male,Black African,High School,Education,45,22821,8189.15,2955.01,4504.06,13124.92,1527.03,4533.76,33306.91,57.51,Critical Risk
35,Female,Black African,Diploma,Retail,40,4341,1312.49,561.01,844.15,2541.51,954.44,691.36,5950.53,58.55,Critical Risk
33,Male,Black African,Bachelor's,Retail,40,5772,1971.08,698.81,1013.33,631.15,834.27,1036.49,5350.87,10.93,Very Low Risk
26,Female,Black African,High School,Retail,40,5152,1807.69,692.14,987.84,2965.8,604.17,772.92,7226.39,57.57,Critical Risk
26,Female,Coloured,High School,Mining,45,8549,2764.92,1066.04,1675.31,3334.13,1367.88,1691.88,10532.29,39.0,Critical Risk
32,Male,Black African,High School,Finance,40,11630,3907.16,1654.35,1820.96,2364.75,2284.36,2229.24,11976.45,20.33,Moderate Risk
28,Female,Black African,High School,Retail,40,6731,2265.85,983.53,1098.4,2173.76,989.35,1019.94,7541.49,32.29,High Risk
30,Female,Black African,High School,Construction,40,9450,3182.6,1177.15,1517.17,919.65,1130.89,1626.22,8422.8,9.73,Very Low Risk
30,Male,Indian/Asian,High School,Finance,45,9781,3869.15,1106.77,1792.27,1943.83,2250.82,1479.36,10191.39,19.87,Low Risk
24,Male,Black African,High School,Retail,40,3901,1399.49,477.82,776.9,1607.57,680.46,771.39,5033.17,41.21,Critical Risk
24,Male,Coloured,Diploma,Mining,40,12922,4282.21,1747.19,1959.19,2634.25,2240.44,1967.6,12590.43,20.39,Low Risk
24,Female,Black African,High School,Education,30,20557,6793.49,2572.38,4106.35,4804.24,3470.34,4087.56,22364.02,23.37,Moderate Risk
25,Female,Black African,Diploma,Retail,40,3000,1154.06,359.45,467.31,1288.4,361.89,552.48,3821.69,42.95,Critical Risk
29,Male,Indian/Asian,Diploma,Healthcare,50,23448,8539.13,2376.35,4248.05,5297.02,5649.94,4140.07,24600.61,22.59,Moderate Risk
27,Female,Black African,Diploma,Construction,40,11024,4245.4,1203.66,2027.94,733.49,2644.77,1753.22,9963.7,6.65,Very Low Risk
29,Female,Black African,High School,IT,50,18502,6741.49,2628.12,2809.72,6875.33,3545.02,3330.23,22384.89,37.16,Critical Risk
22,Female,Black African,Diploma,Retail,45,4338,1698.21,599.57,722.94,2360.42,561.23,856.82,6237.97,54.41,Critical Risk
29,Female,Black African,High School,Construction,45,11620,3953.41,1210.65,2014.61,5829.65,1240.28,2166.48,15174.8,50.17,Critical Risk
25,Female,Black African,Diploma,IT,45,27381,10521.08,2883.5,5349.03,6884.36,6658.89,4903.77,30541.75,25.14,Moderate Risk
32,Female,Black African,Diploma,IT,45,37650,11957.32,5522.95,6969.04,5604.39,4751.92,6346.47,36400.18,14.89,Very Low Risk
22,Male,Black African,High School,Construction,40,4111,1508.51,575.02,745.67,511.99,484.86,758.05,4099.25,12.45,Very Low Risk
29,Female,Coloured,High School,Mining,45,25588,8607.21,3078.36,4003.74,5975.65,6118.84,5045.25,26710.21,23.35,Moderate Risk
25,Female,Black African,High School,Education,50,14365,5063.63,2135.11,2363.04,1790.14,1493.81,2726.82,14078.73,12.46,Very Low Risk
27,Male,Black African,High School,IT,30,21391,7992.84,3179.79,3678.85,8697.88,2300.51,4117.06,27666.42,40.66,Critical Risk
29,Female,White,High School,Mining,30,8563,3052.24,1283.48,1413.73,5022.38,1118.24,1687.89,12459.72,58.65,Critical Risk
